Level	Rule Name	Subject	Property	Value
WARN	missing_xrefs	obo:PRIDE_0000027	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000028	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000029	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000030	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000031	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000032	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000033	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000034	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000035	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000036	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000037	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000038	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000039	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000040	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000041	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000042	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000043	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000044	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000045	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000046	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000047	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000048	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000049	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000050	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000051	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000052	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000053	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000054	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000055	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000056	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000057	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000058	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000059	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000060	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000061	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000062	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000063	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000064	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000065	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000066	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000067	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000068	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000069	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000070	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000071	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000072	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000073	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000074	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000075	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000076	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000077	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000078	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000079	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000080	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000081	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000082	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000083	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000084	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000085	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000086	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000087	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000088	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000090	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000091	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000092	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000093	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000094	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000095	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000096	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000097	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000098	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000099	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000100	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000101	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000102	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000103	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000104	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000105	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000106	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000107	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000108	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000109	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000110	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000111	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000112	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000113	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000114	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000115	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000116	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000117	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000118	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000119	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000120	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000121	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000122	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000123	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000124	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000125	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000126	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000127	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000128	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000129	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000131	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000132	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000133	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000134	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000135	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000136	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000137	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000138	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000139	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000140	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000141	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000142	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000143	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000144	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000145	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000146	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000147	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000148	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000149	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000150	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000151	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000152	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000153	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000154	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000155	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000156	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000157	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000158	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000159	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000160	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000161	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000162	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000163	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000164	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000165	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000166	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000167	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000168	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000169	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000170	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000171	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000172	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000173	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000174	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000175	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000176	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000177	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000178	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000179	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000180	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000181	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000182	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000183	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000184	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000185	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000186	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000187	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000188	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000189	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000190	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000191	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000192	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000193	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000194	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000195	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000196	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000197	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000198	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000199	oboInOwl:hasDbXref	
WARN	missing_xrefs	obo:PRIDE_0000200	oboInOwl:hasDbXref	
